movie_id,title,budget,genre,cast,director,runtime,release_date,production_company,language,country,IMDB_rating,number_of_votes,box_office_revenue
868,Movie_868,21124635.0,War,"Florence Pugh, Emma Stone, Ana de Armas",James Cameron,121.0,2000-02-28,Columbia Pictures,English,Japan,7.6,13894.0,113417418
802,Movie_802,123638904.0,Family,"Morgan Screen, Saoirse Ronan, Timothée Chalamet",Tim Burton,150.0,2003-03-23,DreamWorks,English,China,8.2,11449.0,586044511
1437,Movie_1437,42343968.0,Musical,"Dwayne Johnson, Ana de Armas, Charlize Theron, Florence Pugh",Martin Scorsese,91.0,2016-06-21,NEON,German,India,7.3,10180.0,33392344
2358,Movie_2358,42844765.0,Family,"Zendaya, Denzel Washington, Jennifer Lawrence",Wes Anderson,114.0,2012-05-16,20th Century Studios,Spanish,Italy,7.9,15721.0,225443150
760,Movie_760,13158076.0,Romance,"John Doe A, Florence Pugh, Sandra Bullock",Guillermo del Toro,97.0,2023-07-30,Blumhouse Productions,English,India,5.6,7666.0,6893160
2842,Movie_2842,51958789.0,Sci-Fi,"Pedro Pascal, Will Smith",Sofia Coppola,101.0,2016-09-01,A24,Japanese,Germany,6.5,14630.0,33228878
1193,Movie_1193,95860571.0,Documentary,"Chris Evans, Robert Downey Jr., Timothée Chalamet",Taika Waititi,75.0,2016-05-27,20th Century Studios,English,South Korea,7.7,9764.0,117264733
1265,Movie_1265,5417141.0,Western,"Timothée Chalamet, Samuel L. Jackson",Denis Villeneuve,157.0,2004-05-07,DreamWorks,English,Germany,6.9,1554.0,17590961
875,Movie_875,6358841.0,Sci-Fi,"Robert Downey Jr., Chris Evans, Lupita Nyong'o, Anya Taylor-Joy",Ridley Scott,105.0,2018-03-19,NEON,Chinese,India,8.6,9881.0,20431436
2425,Movie_2425,7347611.0,Romance,"Morgan Freeman, Will Smith, Jordan Talent",Pat Quinn,126.0,2024-11-06,Searchlight Pictures,French,Germany,6.0,9323.0,2432270
462,Movie_462,69792669.0,Biography,"Cate Blanchett, Alex Actor, Scarlett Johansson, Ryan Gosling",Barry Jenkins,95.0,2021-08-05,Columbia Pictures,English,Brazil,7.9,13132.0,170203359
843,Movie_843,27499538.0,Mystery,"Ana de Armas, Charlize Theron, Morgan Freeman, Benedict Cumberbatch",Taylor Green,109.0,2002-08-13,Universal Pictures,English,Germany,6.5,6198.0,74785979
1939,Movie_1939,22042348.0,Western,"Alex Actor, Ana de Armas, Brie Larson, Margot Robbie",Christopher Nolan,159.0,2023-02-28,Searchlight Pictures,Chinese,Germany,9.8,11396.0,46418123
158,Movie_158,34217608.0,Action,"Oscar Isaac, Amy Adams",Damien Chazelle,93.0,2011-12-03,Columbia Pictures,Hindi,Brazil,7.7,13010.0,72048446
2977,Movie_2977,34861925.0,Animation,"Margot Robbie, Oscar Isaac",Casey Brown,117.0,2018-02-13,Amblin Entertainment,English,China,7.7,,125746209
2172,Movie_2172,,Romance,"Tom Hanks, Ryan Gosling",Sofia Coppola,128.0,2002-05-01,Lionsgate,English,Italy,5.7,20256.0,176593380
678,Movie_678,28839779.0,Crime,"Amy Adams, Brad Pitt, Benedict Cumberbatch, Lupita Nyong'o",Steven Spielberg,100.0,2005-05-30,New Line Cinema,French,Italy,9.6,12651.0,54535997
1731,Movie_1731,20573419.0,Drama,"Dwayne Johnson, Alex Actor, Amy Adams, Saoirse Ronan",Martin Scorsese,88.0,2011-08-23,Metro-Goldwyn-Mayer,English,UK,7.6,10743.0,89190562
1510,Movie_1510,59173401.0,War,"Margot Robbie, Christian Bale, Benedict Cumberbatch",Pat Quinn,116.0,2023-02-03,A24,English,France,7.8,15310.0,50693468
239,Movie_239,51398365.0,Documentary,"Brad Pitt, Jennifer Lawrence, Alex Actor, Anya Taylor-Joy",James Cameron,118.0,2014-07-22,New Line Cinema,Italian,UK,8.1,12378.0,52089901
840,Movie_840,53919560.0,Drama,"Jordan Talent, Viola Davis, Cate Blanchett",Greta Gerwig,87.0,2002-03-03,Regency Enterprises,English,Japan,8.0,10634.0,194850221
2180,Movie_2180,8211339.0,Romance,"Gal Gadot, Margot Robbie, Oscar Isaac, Jennifer Lawrence",Jamie Lee,105.0,2000-01-21,Legendary Entertainment,English,UK,7.4,9362.0,23696381
2034,Movie_2034,14497378.0,War,"Anya Taylor-Joy, Awkwafina, Jennifer Lawrence, Brad Pitt",Steven Spielberg,153.0,2013-03-11,Amblin Entertainment,Hindi,China,8.9,13522.0,52528386
101,Movie_101,23907865.0,Family,"Taylor Thespian, Idris Elba, Tom Hanks, Lupita Nyong'o",Christopher Nolan,60.0,2002-09-23,Focus Features,Chinese,Australia,9.9,10098.0,55805706
316,Movie_316,4891607.0,Comedy,"Cate Blanchett, Charlize Theron, Zendaya, Benedict Cumberbatch",Steven Spielberg,83.0,2007-06-21,Annapurna Pictures,Portuguese,Italy,8.2,5369.0,6653954
870,Movie_870,15137651.0,Sci-Fi,"Margot Robbie, Pat Player, Awkwafina, Charlize Theron",James Cameron,79.0,2017-01-21,Legendary Entertainment,German,South Korea,9.7,7534.0,14128157
2731,Movie_2731,27173773.0,Animation,"Benedict Cumberbatch, Jordan Talent",Michael Bay,100.0,2008-07-08,Village Roadshow,English,Germany,8.1,7055.0,67906318
1780,Movie_1780,68902572.0,Family,"Sandra Bullock, Leonardo DiCaprio, Pedro Pascal",Denis Villeneuve,110.0,2017-09-29,A24,English,USA,7.6,16036.0,276582386
1736,Movie_1736,9059459.0,Adventure,"Margot Robbie, Riley Role",Pat Quinn,,2004-09-17,Paramount Pictures,Italian,Italy,6.7,6060.0,8710508
262,Movie_262,6224147.0,Romance,"Sam Star, Christian Bale",Greta Gerwig,132.0,2009-03-14,Universal Pictures,English,China,9.7,7429.0,34057932
2175,Movie_2175,5979426.0,Sci-Fi,"Chris Evans, Ana de Armas, Timothée Chalamet",Kathryn Bigelow,119.0,2014-11-25,Legendary Entertainment,Korean,China,5.7,6747.0,11231103
2897,Movie_2897,17592526.0,War,"Jane Doe B, Pat Player, Awkwafina",Tim Burton,179.0,2021-03-07,20th Century Studios,Hindi,USA,7.8,10419.0,17538380
196,Movie_196,192650105.0,Comedy,"Jennifer Lawrence, Samuel L. Jackson, Chris Evans",Jordan Peele,125.0,2022-02-12,A24,Spanish,UK,7.9,14230.0,165395575
2158,Movie_2158,21837985.0,Horror,"Will Smith, Idris Elba, Pat Player, Emma Stone",Barry Jenkins,85.0,2001-10-23,Lionsgate,English,France,7.0,13218.0,36139026
2902,Movie_2902,24729485.0,Family,"Zendaya, Natalie Portman",John Smith,103.0,2001-04-12,Blumhouse Productions,Portuguese,South Korea,8.1,8444.0,48323970
2773,Movie_2773,27795217.0,Family,"Taylor Thespian, Tom Hanks, Alex Actor, Benedict Cumberbatch",Chloe Zhao,138.0,2023-02-21,New Line Cinema,English,Canada,7.4,12261.0,51424183
180,Movie_180,99790275.0,Sci-Fi,"Awkwafina, Morgan Screen",Jamie Lee,78.0,2016-09-09,Village Roadshow,Korean,South Korea,7.2,11393.0,44556627
2342,Movie_2342,,Biography,"Awkwafina, Chris Evans",Quentin Tarantino,128.0,2006-10-10,DreamWorks,Spanish,Brazil,6.6,13745.0,289810913
2757,Movie_2757,9693792.0,Romance,"Samuel L. Jackson, Emma Stone, Brie Larson, Tom Holland",Denis Villeneuve,88.0,2015-12-30,Village Roadshow,Spanish,USA,6.9,5480.0,13873792
865,Movie_865,51045320.0,Family,"Dwayne Johnson, Brad Pitt, Jennifer Lawrence, Oscar Isaac",Patty Jenkins,107.0,2022-07-19,Walt Disney Pictures,German,India,8.0,12398.0,85342495
341,Movie_341,42815272.0,Musical,"Anya Taylor-Joy, Alex Actor, Robert Downey Jr.",Guillermo del Toro,107.0,2012-05-30,Amblin Entertainment,German,Germany,8.6,9470.0,42227270
1273,Movie_1273,18818295.0,Family,"Pedro Pascal, Oscar Isaac, Chris Evans",Ryan Coogler,121.0,2019-06-09,Blumhouse Productions,English,Japan,8.2,7624.0,49063361
1209,Movie_1209,28925822.0,Biography,"Anya Taylor-Joy, Margot Robbie, Florence Pugh, Cate Blanchett",David Fincher,140.0,2015-05-24,Blumhouse Productions,Spanish,Germany,7.5,12337.0,62841868
749,Movie_749,8926702.0,Sci-Fi,"Brad Pitt, Casey Celeb, Will Smith",Kathryn Bigelow,134.0,2009-06-17,Blumhouse Productions,English,Canada,8.0,9248.0,48745527
1180,Movie_1180,47409768.0,Horror,"Timothée Chalamet, Natalie Portman",Greta Gerwig,141.0,2010-03-24,Metro-Goldwyn-Mayer,Korean,Japan,7.9,14526.0,88696596
663,Movie_663,224526045.0,Animation,"Lupita Nyong'o, Casey Celeb, Amy Adams, Oscar Isaac",Sofia Coppola,96.0,2023-09-15,NEON,English,UK,7.9,15457.0,420357862
481,Movie_481,20931026.0,Crime,"Benedict Cumberbatch, Amy Adams",Zack Snyder,129.0,2010-09-26,Paramount Pictures,Portuguese,China,9.6,7619.0,19118215
804,Movie_804,15154716.0,War,"Chris Evans, Gal Gadot, Morgan Freeman",Taika Waititi,156.0,2004-04-14,Universal Pictures,Korean,Italy,7.4,10605.0,26565698
2828,Movie_2828,23082050.0,Western,"Jordan Talent, Cate Blanchett",Denis Villeneuve,76.0,2025-07-07,20th Century Studios,English,France,7.7,12553.0,79561633
928,Movie_928,7611528.0,Adventure,"Ana de Armas, Samuel L. Jackson, Saoirse Ronan",Ridley Scott,121.0,2012-12-11,Universal Pictures,Italian,Japan,8.1,11145.0,18715947
1994,Movie_1994,16038347.0,Adventure,"Saoirse Ronan, Pedro Pascal, Natalie Portman, Leonardo DiCaprio",Peter Jackson,139.0,2013-12-26,DreamWorks,Hindi,Australia,8.6,7839.0,60147672
2461,Movie_2461,11319903.0,Romance,"Jennifer Lawrence, Brad Pitt, Pat Player, Christian Bale",Pat Quinn,135.0,2023-12-18,NEON,English,USA,8.1,9245.0,20929328
550,Movie_550,22686900.0,War,"Tom Holland, Natalie Portman, Christian Bale, Tom Hanks",James Cameron,71.0,2012-09-27,A24,English,Australia,6.7,5960.0,69838079
2910,Movie_2910,15761730.0,Fantasy,"Ana de Armas, John Doe A",Taika Waititi,95.0,2005-01-21,Warner Bros.,Hindi,Brazil,7.8,13645.0,17121565
784,Movie_784,21837689.0,Musical,"Amy Adams, Awkwafina",Patty Jenkins,110.0,2015-11-04,Metro-Goldwyn-Mayer,English,Canada,5.7,7620.0,85685864
2737,Movie_2737,2389947.0,Sci-Fi,"Leonardo DiCaprio, Viola Davis, Sandra Bullock",Pat Quinn,68.0,2006-09-15,Walt Disney Pictures,English,Australia,7.2,1515.0,7911568
1941,Movie_1941,167681294.0,Sci-Fi,"Joaquin Phoenix, Jennifer Lawrence, Alex Actor, Florence Pugh",Greta Gerwig,135.0,2002-11-09,DreamWorks,English,Australia,8.1,11267.0,1340982090
743,Movie_743,8184770.0,Fantasy,"Alex Actor, Sandra Bullock",Quentin Tarantino,138.0,2023-06-27,Lionsgate,English,Germany,7.9,7452.0,35595744
2441,Movie_2441,73291374.0,Animation,"Awkwafina, Benedict Cumberbatch",Jordan Peele,129.0,2021-08-03,Searchlight Pictures,English,Australia,9.5,15009.0,326396765
1862,Movie_1862,57546145.0,Fantasy,"Anya Taylor-Joy, Margot Robbie, Robert Downey Jr.",Morgan Blake,113.0,2023-08-27,A24,Korean,India,7.9,12551.0,77363063
2587,Movie_2587,24977316.0,Horror,"Florence Pugh, Lupita Nyong'o, Brie Larson, Leonardo DiCaprio",Drew White,94.0,2019-05-27,Annapurna Pictures,English,Brazil,8.4,8604.0,31123443
880,Movie_880,15399851.0,Thriller,"Tom Holland, Samuel L. Jackson, Morgan Freeman, Jake Gyllenhaal",Christopher Nolan,102.0,2019-10-26,Focus Features,English,Brazil,9.4,12182.0,138661798
1967,Movie_1967,25394778.0,Mystery,"Samuel L. Jackson, Jennifer Lawrence, Robert Downey Jr., Scarlett Johansson",Guillermo del Toro,137.0,2000-06-17,DreamWorks,English,South Korea,5.1,7725.0,33169891
2867,Movie_2867,13457656.0,Fantasy,"Pat Player, Viola Davis, Tom Hanks, Natalie Portman",John Smith,82.0,2006-11-08,Paramount Pictures,English,Japan,7.2,10015.0,44571397
2650,Movie_2650,68884854.0,Thriller,"Lupita Nyong'o, Oscar Isaac, Saoirse Ronan",Kathryn Bigelow,111.0,2003-03-04,Amblin Entertainment,Hindi,Brazil,8.0,12312.0,116583161
1049,Movie_1049,28666612.0,War,"Brie Larson, Emma Stone, Alex Actor, Tom Holland",Taika Waititi,102.0,2002-10-26,New Line Cinema,English,Canada,7.9,8966.0,28195476
248,Movie_248,50905433.0,Musical,"Gal Gadot, Jake Gyllenhaal",Jordan Peele,139.0,2019-01-27,Legendary Entertainment,English,Canada,6.5,6794.0,81751555
1374,Movie_1374,21114047.0,Biography,"Amy Adams, Ana de Armas",Sam Mendes,87.0,2025-11-18,New Line Cinema,Japanese,France,6.2,12436.0,17164905
2408,Movie_2408,18761360.0,Horror,"Dwayne Johnson, Cate Blanchett",Bong Joon-ho,107.0,2009-05-02,Metro-Goldwyn-Mayer,Italian,UK,8.4,12010.0,29874075
2749,Movie_2749,171153184.0,War,"Brie Larson, Alex Actor, Gal Gadot, Tom Holland",Sam Mendes,118.0,2004-11-08,Walt Disney Pictures,German,UK,6.5,19416.0,91535995
627,Movie_627,69164939.0,Musical,"Jane Doe B, Cate Blanchett",David Fincher,100.0,2015-12-14,Columbia Pictures,Spanish,Italy,7.6,13837.0,116872551
348,Movie_348,19332515.0,Adventure,"Zendaya, Joaquin Phoenix",Greta Gerwig,82.0,2018-08-31,Legendary Entertainment,English,Australia,7.0,12881.0,78983025
279,Movie_279,9327219.0,Comedy,"Emma Stone, John Doe A, Morgan Screen, Leonardo DiCaprio",Michael Bay,102.0,2022-08-26,Metro-Goldwyn-Mayer,Hindi,Germany,7.8,9960.0,6213670
1838,Movie_1838,3316389.0,Biography,"Zendaya, John Doe A, Meryl Streep, Tom Hanks",David Fincher,115.0,2014-02-24,Walt Disney Pictures,English,UK,8.1,7221.0,6317291
2305,Movie_2305,22943709.0,Documentary,"Robert Downey Jr., Meryl Streep, Tom Hanks",Pat Quinn,159.0,2023-05-23,Village Roadshow,Korean,India,7.3,7829.0,15543171
656,Movie_656,65522117.0,Animation,"Christian Bale, Meryl Streep, Gal Gadot, Natalie Portman",Casey Brown,79.0,2024-01-20,Village Roadshow,English,USA,9.6,10991.0,286145656
2255,Movie_2255,19613583.0,Horror,"Brad Pitt, Christian Bale, Oscar Isaac, Florence Pugh",Ridley Scott,86.0,2006-11-10,Walt Disney Pictures,Korean,UK,7.7,12071.0,34408105
1629,Movie_1629,125301111.0,Animation,"Pat Player, Florence Pugh, Alex Actor",Chloe Zhao,138.0,2018-09-18,Regency Enterprises,Portuguese,India,8.6,9986.0,268665188
2653,Movie_2653,20181993.0,Biography,"Joaquin Phoenix, Riley Role, Awkwafina",Patty Jenkins,120.0,2012-08-20,Walt Disney Pictures,English,UK,7.0,11757.0,13420431
2616,Movie_2616,17184151.0,Family,"Jake Gyllenhaal, Jennifer Lawrence",Sofia Coppola,72.0,2017-02-23,Universal Pictures,English,India,6.4,15800.0,42977234
2494,Movie_2494,15530755.0,Biography,"Benedict Cumberbatch, Dwayne Johnson",Pat Quinn,144.0,2005-08-30,Annapurna Pictures,English,Brazil,7.2,14141.0,28558390
2205,Movie_2205,10261633.0,Fantasy,"Leonardo DiCaprio, Will Smith",Morgan Blake,60.0,2019-12-09,Warner Bros.,Hindi,Germany,5.6,6324.0,13089829
2043,Movie_2043,34769335.0,Western,"John Doe A, Florence Pugh, Tom Hanks, Tom Holland",Damien Chazelle,86.0,2007-11-04,Focus Features,English,Germany,7.7,13332.0,96103581
1873,Movie_1873,400000000.0,Adventure,"Idris Elba, Emma Stone, Robert Downey Jr.",Chris Park,79.0,2020-02-29,Universal Pictures,Japanese,USA,7.7,12196.0,176990346
446,Movie_446,27063220.0,Adventure,"Charlize Theron, Riley Role, Samuel L. Jackson",Michael Bay,114.0,2023-05-12,Universal Pictures,English,India,7.8,10094.0,87038782
618,Movie_618,26870791.0,Documentary,"Viola Davis, Ana de Armas, Gal Gadot, Dwayne Johnson",Ryan Coogler,104.0,2003-09-15,A24,Korean,Brazil,7.9,8081.0,30237715
1262,Movie_1262,211887426.0,Comedy,"Charlize Theron, Natalie Portman, Margot Robbie",Pat Quinn,108.0,2024-07-26,Columbia Pictures,Hindi,UK,5.4,16067.0,261388609
1300,Movie_1300,73884032.0,Animation,"Zendaya, Oscar Isaac, Robert Downey Jr., Jennifer Lawrence",Chris Park,121.0,2019-10-08,Annapurna Pictures,German,Italy,7.8,7405.0,123438483
1107,Movie_1107,100383851.0,Family,"Ryan Gosling, Gal Gadot",Sam Mendes,83.0,2000-05-05,Searchlight Pictures,French,Canada,8.0,17696.0,104742357
1335,Movie_1335,11343554.0,Comedy,"Idris Elba, Amy Adams, Joaquin Phoenix, Robert Downey Jr.",Taylor Green,110.0,2011-09-07,Columbia Pictures,Hindi,France,8.3,12045.0,17004874
1613,Movie_1613,15247120.0,Animation,"Timothée Chalamet, Oscar Isaac",Steven Spielberg,145.0,2018-03-18,Village Roadshow,Italian,China,7.4,8837.0,20307159
845,Movie_845,19185462.0,Mystery,"Margot Robbie, Samuel L. Jackson, Zendaya",Wes Anderson,127.0,2002-02-13,NEON,Hindi,France,6.0,5701.0,16317557
2580,Movie_2580,25126688.0,Comedy,"Jake Gyllenhaal, Cate Blanchett, Tom Holland, Timothée Chalamet",Guy Ritchie,149.0,2005-04-11,Warner Bros.,English,India,6.4,12064.0,31006174
548,Movie_548,9055541.0,Documentary,"Scarlett Johansson, Viola Davis, Tom Holland",Alex Rivera,92.0,2000-02-13,Amblin Entertainment,Korean,Brazil,8.4,8749.0,1795992
2911,Movie_2911,62500833.0,Thriller,"Will Smith, Leonardo DiCaprio",Chris Park,104.0,2021-03-13,Walt Disney Pictures,English,Australia,8.3,12643.0,76881935
1254,Movie_1254,17701646.0,Crime,"Timothée Chalamet, Dwayne Johnson, Jane Doe B",Wes Anderson,126.0,2004-01-21,Paramount Pictures,English,UK,7.9,7096.0,50066320
1579,Movie_1579,33425856.0,Musical,"Taylor Thespian, Saoirse Ronan",Steven Spielberg,81.0,2017-01-30,Blumhouse Productions,English,France,8.6,15015.0,222042425
264,Movie_264,24712263.0,Documentary,"Samuel L. Jackson, Jennifer Lawrence, Sandra Bullock, John Doe A",Ridley Scott,81.0,2022-08-11,DreamWorks,English,Japan,9.5,12554.0,58905494
1290,Movie_1290,29389461.0,Action,"Awkwafina, Joaquin Phoenix",Casey Brown,92.0,2025-12-12,Amblin Entertainment,French,India,5.6,9749.0,18711098
2378,Movie_2378,20358049.0,Family,"Chris Evans, Meryl Streep, Ryan Gosling",Patty Jenkins,127.0,2003-08-06,Searchlight Pictures,English,India,6.7,14921.0,46620394
1870,Movie_1870,50560555.0,Comedy,"Brad Pitt, Brie Larson, Jordan Talent",Ryan Coogler,109.0,2004-05-23,Annapurna Pictures,Spanish,France,6.8,14281.0,53409243
354,Movie_354,10394984.0,Mystery,"Meryl Streep, Emma Stone, Pat Player, Taylor Thespian",Barry Jenkins,134.0,2018-08-09,Walt Disney Pictures,Hindi,China,6.8,5984.0,17974503
1922,Movie_1922,80842831.0,Drama,"Jordan Talent, Ana de Armas, Casey Celeb, Sandra Bullock",Christopher Nolan,121.0,2016-10-03,NEON,English,China,7.1,13746.0,184340839
209,Movie_209,54495239.0,Western,"Viola Davis, Samuel L. Jackson",Kathryn Bigelow,126.0,2007-01-30,DreamWorks,English,India,7.4,12155.0,110248954
614,Movie_614,16657566.0,Horror,"Awkwafina, Riley Role",Zack Snyder,65.0,2002-11-15,DreamWorks,English,Italy,8.0,8622.0,17834507
1232,Movie_1232,4981448.0,Crime,"Jane Doe B, Ana de Armas",Wes Anderson,111.0,2022-04-23,Legendary Entertainment,English,Japan,7.3,9977.0,9934320
991,Movie_991,107773130.0,Sci-Fi,"Morgan Freeman, Florence Pugh, Scarlett Johansson",David Fincher,104.0,2009-09-16,Legendary Entertainment,English,Germany,7.3,9606.0,774383834
1548,Movie_1548,46305891.0,Sci-Fi,"Denzel Washington, Will Smith, Margot Robbie",Taika Waititi,118.0,2009-11-17,Village Roadshow,Spanish,South Korea,7.7,15857.0,50498358
1179,Movie_1179,24287711.0,Action,"Alex Actor, Brie Larson, Gal Gadot, Brad Pitt",Casey Brown,93.0,2025-10-12,Amblin Entertainment,Korean,Germany,6.2,9654.0,15001800
1178,Movie_1178,6275790.0,Documentary,"Tom Holland, Jennifer Lawrence",James Cameron,128.0,2015-10-09,Legendary Entertainment,English,South Korea,8.4,5039.0,16316379
1805,Movie_1805,11163822.0,Drama,"Jordan Talent, Brad Pitt, Cate Blanchett, Scarlett Johansson",Guillermo del Toro,132.0,2023-01-27,Lionsgate,English,Canada,7.2,6262.0,29984459
1552,Movie_1552,21701868.0,Action,"Ana de Armas, Christian Bale, Meryl Streep",Denis Villeneuve,129.0,2024-09-18,Paramount Pictures,English,India,5.7,14058.0,98234408
58,Movie_58,55149616.0,Family,"Brad Pitt, Joaquin Phoenix",Wes Anderson,96.0,2010-12-23,DreamWorks,English,Brazil,8.8,10268.0,326103075
2763,Movie_2763,13879756.0,Western,"Chris Evans, Charlize Theron, Jake Gyllenhaal, Jane Doe B",James Cameron,93.0,2014-11-09,Blumhouse Productions,English,China,7.8,7535.0,29969764
812,Movie_812,7414830.0,Musical,"Timothée Chalamet, Taylor Thespian, Jennifer Lawrence, Casey Celeb",Tim Burton,70.0,2012-12-21,Village Roadshow,English,Japan,6.1,4292.0,18781980
2216,Movie_2216,27684616.0,Romance,"Gal Gadot, Robert Downey Jr.",Greta Gerwig,,2016-04-20,Amblin Entertainment,English,India,8.8,8952.0,201958217
562,Movie_562,,Adventure,"Meryl Streep, Viola Davis, Zendaya, Lupita Nyong'o",Jane Doe,60.0,2022-02-17,Amblin Entertainment,Japanese,South Korea,5.7,5018.0,3473414
2933,Movie_2933,48400596.0,War,"Lupita Nyong'o, Denzel Washington, Anya Taylor-Joy, Sam Star",Michael Bay,97.0,2010-06-24,Blumhouse Productions,French,China,6.8,12584.0,45657855
230,Movie_230,168570536.0,Action,"Margot Robbie, Saoirse Ronan, Morgan Freeman, Riley Role",Drew White,141.0,2020-02-08,Focus Features,English,South Korea,8.2,16037.0,256810648
2537,Movie_2537,12636295.0,Musical,"Joaquin Phoenix, Saoirse Ronan, Charlize Theron",Steven Spielberg,98.0,2021-07-31,Amblin Entertainment,Portuguese,Germany,8.9,8143.0,31005278
2582,Movie_2582,1883788.0,Family,"Charlize Theron, Emma Stone",Jordan Peele,77.0,2016-11-30,NEON,French,Australia,9.1,3884.0,9809838
933,Movie_933,49488871.0,Biography,"Morgan Freeman, Dwayne Johnson, Ana de Armas, Saoirse Ronan",James Cameron,114.0,2012-05-18,Universal Pictures,Italian,USA,8.6,9507.0,145552592
539,Movie_539,61351537.0,Musical,"Margot Robbie, Jane Doe B, Emma Stone",Chloe Zhao,105.0,2008-05-16,Amblin Entertainment,English,UK,6.2,15763.0,137751843
2917,Movie_2917,53545278.0,Western,"Sandra Bullock, Jordan Talent, Margot Robbie",Drew White,125.0,2003-05-20,Warner Bros.,English,USA,7.4,9802.0,145810173
2702,Movie_2702,27800893.0,Fantasy,"Will Smith, Morgan Screen, Sandra Bullock",Taylor Green,140.0,2003-02-07,Walt Disney Pictures,English,Germany,6.7,14387.0,48313876
2826,Movie_2826,28689727.0,Family,"Tom Hanks, John Doe A, Christian Bale, Leonardo DiCaprio",James Cameron,100.0,2009-01-03,Walt Disney Pictures,English,Brazil,7.8,7825.0,68632812
1076,Movie_1076,35198377.0,Drama,"Anya Taylor-Joy, Jake Gyllenhaal, Dwayne Johnson",Damien Chazelle,109.0,2011-10-19,Searchlight Pictures,English,Canada,7.0,11891.0,41651793
946,Movie_946,58575936.0,Animation,"Joaquin Phoenix, Denzel Washington",Wes Anderson,98.0,2007-02-15,Warner Bros.,English,UK,7.2,12866.0,339966154
1092,Movie_1092,225004314.0,Mystery,"Jane Doe B, Oscar Isaac",Quentin Tarantino,136.0,2010-04-16,Village Roadshow,Hindi,Australia,6.8,16035.0,273924481
708,Movie_708,8725575.0,Animation,"Pedro Pascal, Ryan Gosling",John Smith,147.0,2013-12-30,Warner Bros.,Korean,Australia,8.8,,17205245
425,Movie_425,6470914.0,Action,"Tom Hanks, Brie Larson, Jane Doe B",Guy Ritchie,122.0,2003-08-26,Warner Bros.,English,UK,4.5,14301.0,10598425
70,Movie_70,71323227.0,Western,"Dwayne Johnson, Benedict Cumberbatch",Ryan Coogler,98.0,2003-04-20,A24,Korean,Germany,7.8,19472.0,39931156
2099,Movie_2099,70173824.0,Biography,"Casey Celeb, Robert Downey Jr., Idris Elba",Damien Chazelle,118.0,2015-08-22,Metro-Goldwyn-Mayer,English,Italy,9.1,13698.0,261643208
2595,Movie_2595,36583219.0,Thriller,"Cate Blanchett, Gal Gadot, Jake Gyllenhaal",Guy Ritchie,69.0,2004-06-14,Universal Pictures,Hindi,China,7.2,11558.0,63139489
648,Movie_648,22852784.0,Thriller,"Margot Robbie, Saoirse Ronan, Pedro Pascal",Pat Quinn,115.0,2006-12-19,Lionsgate,Korean,Brazil,5.9,10017.0,34695531
1740,Movie_1740,2875014.0,Western,"Margot Robbie, Pedro Pascal, Lupita Nyong'o",Ridley Scott,87.0,2005-06-19,Warner Bros.,Spanish,Australia,7.2,6854.0,4988521
2090,Movie_2090,16973318.0,Horror,"Denzel Washington, Christian Bale",Damien Chazelle,123.0,2007-05-05,Metro-Goldwyn-Mayer,Hindi,India,7.3,8255.0,18670930
1227,Movie_1227,2559611.0,Crime,"Cate Blanchett, Brie Larson, Margot Robbie, Lupita Nyong'o",Bong Joon-ho,119.0,2020-07-13,NEON,English,Brazil,8.1,4793.0,14683148
2609,Movie_2609,6975734.0,Adventure,"Pat Player, Meryl Streep, Taylor Thespian",Sofia Coppola,110.0,2009-12-28,Annapurna Pictures,Portuguese,UK,8.6,7387.0,6247840
1106,Movie_1106,19709615.0,Thriller,"Meryl Streep, Emma Stone, Dwayne Johnson, Jordan Talent",Michael Bay,81.0,2021-02-06,Columbia Pictures,English,France,6.9,8469.0,75895479
1810,Movie_1810,8491111.0,Drama,"Denzel Washington, Joaquin Phoenix",Guy Ritchie,115.0,2003-04-13,Village Roadshow,English,UK,7.7,11940.0,18783767
621,Movie_621,94612544.0,Musical,"Jake Gyllenhaal, Alex Actor, Ana de Armas, Christian Bale",Martin Scorsese,116.0,2008-08-07,Legendary Entertainment,English,Japan,7.1,12421.0,314679617
1238,Movie_1238,12969815.0,Western,"John Doe A, Viola Davis, Joaquin Phoenix, Oscar Isaac",Kathryn Bigelow,112.0,2011-11-01,Blumhouse Productions,Spanish,Brazil,6.2,7888.0,5389910
1240,Movie_1240,16273933.0,Musical,"Riley Role, Morgan Screen",David Fincher,87.0,2016-10-13,Paramount Pictures,English,UK,6.8,6204.0,20737896
1375,Movie_1375,74173988.0,Thriller,"Awkwafina, Tom Holland",Jordan Peele,84.0,2014-07-07,Blumhouse Productions,Korean,USA,7.3,19701.0,91016344
2516,Movie_2516,85250241.0,Drama,"Benedict Cumberbatch, Sandra Bullock, Ana de Armas, Meryl Streep",Michael Bay,134.0,2009-11-21,Searchlight Pictures,English,Japan,8.4,10942.0,240887228
1867,Movie_1867,5843378.0,Musical,"Sandra Bullock, Charlize Theron, Samuel L. Jackson, Chris Evans",Morgan Blake,111.0,2018-07-07,New Line Cinema,English,China,5.1,12097.0,12914442
2116,Movie_2116,2436268.0,Sci-Fi,"Joaquin Phoenix, Leonardo DiCaprio, Pedro Pascal",John Smith,68.0,2000-04-14,Metro-Goldwyn-Mayer,English,Japan,7.9,4841.0,4982737
